Number;IndexGroup;IndexOffset;Description;Type;Length;Writable;Unit;Context;Task
 280;0x20300;0x100b8;retain.auto_restore_link_axis_pos;BOOLEAN;1;false;-;AXIS;TASK_IPO
 281;0x20300;0x100b9;position_restore.data_restored;BOOLEAN;1;false;-;AXIS;TASK_IPO
 282;0x20300;0x100ba;act_vel_feedforward_weight_fact;REAL64;8;false;-;AXIS;TASK_IPO
 283;0x20300;0x100bb;dig_drv.act_pos_unshifted;SGN32;4;false;Incr.;AXIS;TASK_IPO
 284;0x20300;0x100bc;encoder_coarsening_factor;UNS16;2;false;-;AXIS;TASK_IPO
 285;0x20300;0x100bd;tool gear ratio;REAL64;8;false;-;AXIS;TASK_IPO
 286;0x20300;0x100be;tool gear inverse direction;BOOLEAN;1;false;-;AXIS;TASK_IPO
 287;0x20300;0x100c0;cnc_channel;UNS16;2;false;-;AXIS;TASK_IPO
 288;0x20300;0x100c1;COMP::sum_compensations;SGN32;4;false;Incr.;AXIS;TASK_IPO
 289;0x20300;0x100c2;DISTCTRL::actual_offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
 290;0x20300;0x100c3;axis name;STRING;16;false;-;AXIS;TASK_IPO
 291;0x20300;0x100c4;zero_dist_mon_init;BOOLEAN;1;false;-;AXIS;TASK_IPO
 292;0x20300;0x100c5;zero_pulse_search_max_dist;SGN32;4;false;Incr.;AXIS;TASK_IPO
 293;0x20300;0x100c6;cmd_pos_start_zero_search;SGN32;4;false;Incr.;AXIS;TASK_IPO
 294;0x20300;0x100c7;distc.delta_abweichung;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 295;0x20300;0x100c8;distc.delta_abweichung1;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 296;0x20300;0x100c9;add-encoder.actual_abs_position;SGN32;4;false;Incr.;AXIS;TASK_IPO
 297;0x20300;0x100ca;bus_failure_counter;UNS16;2;false;-;AXIS;TASK_IPO
 298;0x20300;0x100cb;messf_erfolgt;BOOLEAN;1;false;-;AXIS;TASK_IPO
 299;0x20300;0x100cc;messw_sofort_bereitst;BOOLEAN;1;false;-;AXIS;TASK_IPO
 300;0x20300;0x100cd;error_reaction_active;BOOLEAN;1;false;-;AXIS;TASK_IPO
 301;0x20300;0x100ce;dynamic_monitoring.f_is_active;BOOLEAN;1;false;-;AXIS;TASK_IPO
 302;0x20300;0x100cf;dynamic_monitoring.v_cmd_err;SGN32;4;false;Incr./tick;AXIS;TASK_IPO
 303;0x20300;0x100d0;LSEC::active;BOOLEAN;1;false;-;AXIS;TASK_IPO
 304;0x20300;0x100d1;input_process_data;NONE;64;false;-;AXIS;TASK_IPO
 305;0x20300;0x100d2;int_measure.state;UNS16;2;false;-;AXIS;TASK_IPO
 306;0x20300;0x100d3;drv_function[0].scaling_factor;REAL64;8;false;-;AXIS;TASK_IPO
 307;0x20300;0x100d4;drv_function[0].scaled_min_limit;REAL64;8;false;-;AXIS;TASK_IPO
 308;0x20300;0x100d5;drv_function[0].scaled_max_limit;REAL64;8;false;-;AXIS;TASK_IPO
 309;0x20300;0x100d6;DISTCTRL::delta_offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
 310;0x20300;0x100d7;invert_act_values;BOOLEAN;1;false;-;AXIS;TASK_IPO
 311;0x20300;0x100d8;invert_cmd_values;BOOLEAN;1;false;-;AXIS;TASK_IPO
 312;0x20300;0x100d9;int_tracking_cause;UNS32;4;false;-;AXIS;TASK_IPO
 313;0x20300;0x100da;homing_distance_from_start;SGN32;4;false;Incr.;AXIS;TASK_IPO
 314;0x20300;0x100db;rpf_activ;BOOLEAN;1;false;-;AXIS;TASK_IPO
 315;0x20300;0x100dc;log_achs_nr_rpf;UNS16;2;false;-;AXIS;TASK_IPO
 316;0x20300;0x100dd;rpf_slave_free;BOOLEAN;1;false;-;AXIS;TASK_IPO
 317;0x20300;0x100de;sum_cmd_ax[0];SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 318;0x20300;0x100df;sum_scaled_out_ax[0];SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 319;0x20300;0x100e0;sum_cmd_ax[1];SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 320;0x20300;0x100e1;sum_scaled_out_ax[1];SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 321;0x20300;0x100e2;sum_cmd_ax[2];SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 322;0x20300;0x100e3;sum_scaled_out_ax[2];SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 323;0x20300;0x100e4;sum_cmd_ax[3];SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 324;0x20300;0x100e5;sum_scaled_out_ax[3];SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 325;0x20300;0x100e6;f_pos_swe_error_occured;BOOLEAN;1;false;-;AXIS;TASK_IPO
 326;0x20300;0x100e7;f_neg_swe_error_occured;BOOLEAN;1;false;-;AXIS;TASK_IPO
 327;0x20300;0x100e8;ax_coupling.frac_coupling_active;BOOLEAN;1;false;-;AXIS;TASK_IPO
 328;0x20300;0x100e9;org_mds.abs_encoder_pos_offset;SGN64;8;false;Incr.;AXIS;TASK_IPO
 329;0x20300;0x100ea;probing_channel;UNS16;2;false;-;AXIS;TASK_IPO
 330;0x20300;0x100eb;sercos_over_ethercat;BOOLEAN;1;false;-;AXIS;TASK_IPO
 331;0x20300;0x100ec;cmd_pos_request_pending;BOOLEAN;1;false;-;AXIS;TASK_IPO
 332;0x20300;0x100ed;HLI: m_add_pos_value_unfiltered;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 333;0x20300;0x100ee;in_add_ifc_filter_in_position;BOOLEAN;1;false;-;AXIS;TASK_IPO
 334;0x20300;0x100ef;istw_simulieren;UNS32;4;false;-;AXIS;TASK_IPO
 335;0x20300;0x100f0;lr_ax_satz.sollw_abs;SGN64;8;false;-;AXIS;TASK_IPO
 336;0x20300;0x100f1;pos_ctrl_state;UNS32;4;false;-;AXIS;TASK_IPO
 337;0x20300;0x100f2;nfb.corr_path;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 338;0x20300;0x100f3;nfb.pos_corr_tracking;BOOLEAN;1;false;-;AXIS;TASK_IPO
 339;0x20300;0x100f4;nfb.start_pos_corr;BOOLEAN;1;false;-;AXIS;TASK_IPO
 340;0x20300;0x100f5;nfb.sl_input.s_rest;REAL64;8;false;-;AXIS;TASK_IPO
 341;0x20300;0x100f6;nfb.sl_input.s_act;REAL64;8;false;-;AXIS;TASK_IPO
 342;0x20300;0x100f7;ax_coupling.homing_after_error_required;BOOLEAN;1;false;-;AXIS;TASK_IPO
 343;0x20300;0x100f8;feedforward_control;REAL64;8;false;-;AXIS;TASK_IPO
 344;0x20300;0x100f9;prog_movement_requires_compensations;UNS32;4;false;-;AXIS;TASK_IPO
 345;0x20300;0x100fa;f_predictive_values_output;BOOLEAN;1;false;-;AXIS;TASK_IPO
 346;0x20300;0x100fb;feeforward_weighting_fact;REAL64;8;false;-;AXIS;TASK_IPO
 347;0x20300;0x100fc;Drive measured value;SGN32;4;false;Incr.;AXIS;TASK_IPO
 348;0x20300;0x100fd;Drive status word;UNS32;4;false;-;AXIS;TASK_IPO
 349;0x20300;0x100fe;mess_zstd;UNS16;2;false;-;AXIS;TASK_IPO
 350;0x20300;0x100ff;incr_in_position_window;SGN32;4;false;Incr.;AXIS;TASK_IPO
 351;0x20300;0x10100;display_factor;REAL64;8;false;-;AXIS;TASK_IPO
 352;0x20300;0x10101;Drive bus state;UNS16;2;false;-;AXIS;TASK_IPO
 353;0x20300;0x10102;org_mds.set_refpos_offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
 354;0x20300;0x10103;curr_pos_to_ipo;SGN32;4;false;Incr.;AXIS;TASK_IPO
 355;0x20300;0x10104;cmd_pos_with_comp;SGN32;4;false;Incr.;AXIS;TASK_IPO
 356;0x20300;0x10105;ist_gleich_soll;BOOLEAN;1;false;-;AXIS;TASK_IPO
 357;0x20300;0x10106;abs_pos_in;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 358;0x20300;0x10107;abs_pos_in_m_sollw;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 359;0x20300;0x10108;drive_working_data.terminal.reduce_torque;BOOLEAN;1;false;-;AXIS;TASK_IPO
 360;0x20300;0x10109;frict_comp.output_active;BOOLEAN;1;false;-;AXIS;TASK_IPO
 361;0x20300;0x1010a;frict_comp.time_us;UNS32;4;false;µs;AXIS;TASK_IPO
 362;0x20300;0x1010b;frict_comp.output;REAL64;8;false;-;AXIS;TASK_IPO
 363;0x20300;0x1010c;frict_comp.reversal_announce;BOOLEAN;1;false;-;AXIS;TASK_IPO
 364;0x20300;0x1010d;frict_comp.reversal_cycle_counter;UNS16;2;false;-;AXIS;TASK_IPO
 365;0x20300;0x1010e;frict_comp.reversal;BOOLEAN;1;false;-;AXIS;TASK_IPO
 366;0x20300;0x1010f;frict_comp_state;SGN32;4;false;-;AXIS;TASK_IPO
 367;0x20300;0x10115;dig_drv.act_torque;SGN16;2;false;-;AXIS;TASK_IPO
 368;0x20300;0x10116;torque_scaling;REAL64;8;false;-;AXIS;TASK_IPO
 369;0x20300;0x10117;delay_tracking;UNS16;2;false;-;AXIS;TASK_IPO
 370;0x20300;0x10118;abs_pos_in_initialized;BOOLEAN;1;false;-;AXIS;TASK_IPO
 371;0x20300;0x10119;slep_pt_element_out;SGN64;8;false;-;AXIS;TASK_IPO
 372;0x20300;0x1011a;pos_lag_mon_remain_err_delay;SGN32;4;false;µs;AXIS;TASK_IPO
 373;0x20300;0x1011b;merker_scharf;UNS08;1;false;-;AXIS;TASK_IPO
 374;0x20300;0x1011c;reference cam - zero pulse offset;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 375;0x20300;0x1011d;actual gear number;UNS16;2;false;-;AXIS;TASK_IPO
 376;0x20300;0x1011e;drive_ready_to_move;BOOLEAN;1;false;-;AXIS;TASK_IPO
 377;0x20300;0x1011f;i_pos_ctrl.input;REAL64;8;false;-;AXIS;TASK_IPO
 378;0x20300;0x10120;i_pos_ctrl.output;REAL64;8;false;-;AXIS;TASK_IPO
 379;0x20300;0x10121;i_pos_ctrl.out_limit;REAL64;8;false;-;AXIS;TASK_IPO
 380;0x20300;0x10122;drive_out_axis_diff_delayed;BOOLEAN;1;false;-;AXIS;TASK_IPO
 381;0x20300;0x10128;conf_act_values_telegram;UNS32;4;false;-;AXIS;TASK_IPO
 382;0x20300;0x10129;conf_cmd_values_telegram;UNS32;4;false;-;AXIS;TASK_IPO
 383;0x20300;0x1012c;latch_data.probe_neg_edge;BOOLEAN;1;false;-;AXIS;TASK_IPO
 384;0x20300;0x1012d;meas_param.channel;UNS32;4;false;-;AXIS;TASK_IPO
 385;0x20300;0x1012e;meas_param.active_edge;UNS32;4;false;-;AXIS;TASK_IPO
 386;0x20300;0x1012f;sercos.master_life_counter;UNS16;2;false;-;AXIS;TASK_IPO
 387;0x20300;0x10130;drive_power_off;BOOLEAN;1;false;-;AXIS;TASK_IPO
 388;0x20300;0x10131;interpol_ende;BOOLEAN;1;false;-;AXIS;TASK_IPO
 389;0x20300;0x10132;can.cmd_op_mode;SGN16;2;false;-;AXIS;TASK_IPO
 390;0x20300;0x10133;feedforward.pos_reached;BOOLEAN;1;false;-;AXIS;TASK_IPO
 391;0x20300;0x10134;nfb.position_saved;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 392;0x20300;0x10135;must_read_abs_pos;BOOLEAN;1;false;-;AXIS;TASK_IPO
 393;0x20300;0x10136;error_ctr_slave;UNS16;2;false;-;AXIS;TASK_IPO
 394;0x20300;0x10137;life_ctr_slave_exp;UNS16;2;false;-;AXIS;TASK_IPO
 395;0x20300;0x10138;nfb.sl_input.v_command;REAL64;8;false;-;AXIS;TASK_IPO
 396;0x20300;0x10139;no_pos_check;BOOLEAN;1;false;-;AXIS;TASK_IPO
 397;0x20300;0x1013a;dig_drv.cmd_pos;SGN32;4;false;Incr.;AXIS;TASK_IPO
 398;0x20300;0x1013b;org_mds.op_mode_output;UNS32;4;false;-;AXIS;TASK_IPO
 399;0x20300;0x1013c;org_mds.op_mode_feedback;UNS32;4;false;-;AXIS;TASK_IPO
 400;0x20300;0x1013d;achs_set_def_zstd;UNS16;2;false;-;AXIS;TASK_IPO
 401;0x20300;0x1013e;fehler_spez;UNS32;4;false;-;AXIS;TASK_IPO
 402;0x20300;0x1013f;fehler_spez2;UNS32;4;false;-;AXIS;TASK_IPO
 403;0x20300;0x10140;fehler_spez3;UNS32;4;false;-;AXIS;TASK_IPO
 404;0x20300;0x10141;profibus.error_quit_cmd;BOOLEAN;1;false;-;AXIS;TASK_IPO
 405;0x20300;0x10142;profibus.drive_error_quit_cyc;UNS32;4;false;-;AXIS;TASK_IPO
 406;0x20300;0x10143;profibus.stw1;UNS16;2;false;-;AXIS;TASK_IPO
 407;0x20300;0x10144;profibus.zsw1;UNS16;2;false;-;AXIS;TASK_IPO
 408;0x20300;0x10145;SW limit switch tolerance;SGN32;4;false;Incr.;AXIS;TASK_IPO
 409;0x20300;0x10146;drive_type;UNS16;2;false;-;AXIS;TASK_IPO
 410;0x20300;0x10147;axis_number;UNS16;2;false;-;AXIS;TASK_IPO
 411;0x20300;0x10148;read_abs_pos_offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
 412;0x20300;0x10149;compensation_active;BOOLEAN;1;false;-;AXIS;TASK_IPO
 413;0x20300;0x1014a;add-encoder.read_abs_pos_from_drive;BOOLEAN;1;false;-;AXIS;TASK_IPO
 414;0x20300;0x1014b;dc_brake_control.axis_acc;SGN32;4;false;Incr./tick²;AXIS;TASK_IPO
 415;0x20300;0x1014c;alt_rel_sollw;SGN32;4;false;Incr.;AXIS;TASK_IPO
 416;0x20300;0x1014d;dc_brake_control.brake_enable;BOOLEAN;1;false;-;AXIS;TASK_IPO
 417;0x20300;0x1014e;org_mds.dc_brake_control_mask;UNS16;2;false;-;AXIS;TASK_IPO
 418;0x20300;0x1014f;dc_brake_control.ax_enabled_not_moved;BOOLEAN;1;false;-;AXIS;TASK_IPO
 419;0x20300;0x10150;sercos_steuer_ext;UNS16;2;false;-;AXIS;TASK_IPO
 420;0x20300;0x10151;sercos_steuer_int;UNS16;2;false;-;AXIS;TASK_IPO
 421;0x20300;0x10152;add-encoder.abs_pos_offset;SGN64;8;false;-;AXIS;TASK_IPO
 422;0x20300;0x10153;DISTCTRL::v_max;SGN32;4;true;µm/s;AXIS;TASK_IPO
 423;0x20300;0x10154;DISTCTRL::a_max;SGN32;4;true;mm/s²;AXIS;TASK_IPO
 424;0x20300;0x10155;f_indp_fixed_stop_meas;BOOLEAN;1;false;-;AXIS;TASK_IPO
 425;0x20300;0x10156;DISTCTRL::v_max_int;REAL64;8;false;0.1 µm/s;AXIS;TASK_IPO
 426;0x20300;0x10157;DISTCTRL::a_max_int;REAL64;8;false;0.1 µm/s²;AXIS;TASK_IPO
 427;0x20300;0x10158;fehler_spez4;UNS32;4;false;-;AXIS;TASK_IPO
 428;0x20300;0x10159;wegaufz;UNS32;4;false;-;AXIS;TASK_IPO
 429;0x20300;0x1015a;wegaufn;UNS32;4;false;-;AXIS;TASK_IPO
 430;0x20300;0x1015b;feed_const_num;UNS32;4;false;-;AXIS;TASK_IPO
 431;0x20300;0x1015c;feed_const_denom;UNS32;4;false;-;AXIS;TASK_IPO
 432;0x20300;0x1015d;drive_out_axis_diff;BOOLEAN;1;false;-;AXIS;TASK_IPO
 433;0x20300;0x1015e;axis_diff_driven_out;BOOLEAN;1;false;-;AXIS;TASK_IPO
 434;0x20300;0x1015f;f_deactivated;BOOLEAN;1;false;-;AXIS;TASK_IPO
 435;0x20300;0x10166;lr_msollwert_abs_pos;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 436;0x20300;0x10167;ipo_sollw_alt[0];SGN64;8;false;0.1 µm;AXIS;TASK_IPO
 437;0x20300;0x10168;ipo_sollw_alt[1];SGN64;8;false;0.1 µm;AXIS;TASK_IPO
 438;0x20300;0x10169;ipo_sollw_alt[2];SGN64;8;false;0.1 µm;AXIS;TASK_IPO
 439;0x20300;0x1016a;ipo_sollw_alt[3];SGN64;8;false;0.1 µm;AXIS;TASK_IPO
 440;0x20300;0x1016b;ax_coupling.diag.m_sollw_absolut;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 441;0x20300;0x1016c;latch_data.meas_signal_mode;SGN32;4;false;-;AXIS;TASK_IPO
 442;0x20300;0x1016d;meas_abort_ok;BOOLEAN;1;false;-;AXIS;TASK_IPO
 443;0x20300;0x1016e;istw_rel_from_act_vel;SGN32;4;false;Incr./tick;AXIS;TASK_IPO
 444;0x20300;0x1016f;Drive function startup values;NONE;80;false;-;AXIS;TASK_IPO
 445;0x20300;0x10170;Drive function written values;NONE;80;false;-;AXIS;TASK_IPO
 446;0x20300;0x10171;mod_counter[0];SGN32;4;false;-;AXIS;TASK_IPO
 447;0x20300;0x10172;mod_counter[1];SGN32;4;false;-;AXIS;TASK_IPO
 448;0x20300;0x10173;mod_counter[2];SGN32;4;false;-;AXIS;TASK_IPO
 449;0x20300;0x10174;mod_counter[3];SGN32;4;false;-;AXIS;TASK_IPO
 450;0x20300;0x10175;m_istw_absolut;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 451;0x20300;0x10177;power_state.act_state;UNS32;4;false;-;AXIS;TASK_IPO
 452;0x20300;0x10178;power_state.input;UNS32;4;false;-;AXIS;TASK_IPO
 453;0x20300;0x10179;power_state.add_ready_for_power_mask;UNS32;4;false;-;AXIS;TASK_IPO
 454;0x20300;0x1017a;power_state.add_check_active;BOOLEAN;1;false;-;AXIS;TASK_IPO
 455;0x20300;0x1017b;power_state.add_ready_for_power_state;BOOLEAN;1;false;-;AXIS;TASK_IPO
 456;0x20300;0x1017c;power_state.inverted;BOOLEAN;1;false;-;AXIS;TASK_IPO
 457;0x20300;0x1017d;encoder[1].drive_act_pos;SGN32;4;false;Incr.;AXIS;TASK_IPO
 458;0x20300;0x1017e;drive_encoder_submask;UNS32;4;false;-;AXIS;TASK_IPO
 459;0x20300;0x10181;add-encoder.resolution;REAL64;8;false;Incr./0.1 µm;AXIS;TASK_IPO
 460;0x20300;0x10182;act_acceleration;REAL64;8;false;mm/s²;AXIS;TASK_IPO
 461;0x20300;0x10183;dig v_cmd_fract;REAL64;8;false;-;AXIS;TASK_IPO
 462;0x20300;0x10184;steuer_faktor;REAL64;8;false;-;AXIS;TASK_IPO
 463;0x20300;0x10185;steuer_faktor2;REAL64;8;false;-;AXIS;TASK_IPO
 464;0x20300;0x10186;move_from_cam_monitor. moved_distance;SGN32;4;false;Incr.;AXIS;TASK_IPO
 465;0x20300;0x10187;move_from_cam_monitor.active;BOOLEAN;1;false;-;AXIS;TASK_IPO
 466;0x20300;0x10188;org_mds.move_from_cam_max_dist;SGN32;4;false;Incr.;AXIS;TASK_IPO
 467;0x20300;0x10189;clamped;BOOLEAN;1;false;-;AXIS;TASK_IPO
 468;0x20300;0x1019e;lr_achs_status->axis_status;UNS32;4;false;-;AXIS;TASK_IPO
 469;0x20300;0x1019f;lr_achs_status->drive_status;UNS32;4;false;-;AXIS;TASK_IPO
 470;0x20300;0x101a0;lr_achs_ctrl->axis_ctrl;UNS32;4;false;-;AXIS;TASK_IPO
 471;0x20300;0x101a1;lr_achs_ctrl->drive_ctrl;UNS32;4;false;-;AXIS;TASK_IPO
 472;0x20300;0x101a2;add_sollwert;SGN32;4;false;Incr.;AXIS;TASK_IPO
 473;0x20300;0x101a3;abs_pos;SGN32;4;false;Incr.;AXIS;TASK_IPO
 474;0x20300;0x101a4;ax_trf_data.act_pos_int_old;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 475;0x20300;0x101a5;org_mds.disable_drive_on_position_lag_err;BOOLEAN;1;false;-;AXIS;TASK_IPO
 476;0x20300;0x101a6;error_reaction_class;UNS16;2;false;-;AXIS;TASK_IPO
 477;0x20300;0x101a7;glob_bus_error_counter;UNS32;4;false;-;AXIS;TASK_IPO
 478;0x20300;0x101a8;meas_wait_ipo_release;BOOLEAN;1;false;-;AXIS;TASK_IPO
 479;0x20300;0x101a9;bus_error_occurred;BOOLEAN;1;false;-;AXIS;TASK_IPO
 480;0x20300;0x101aa;ax_kw.table_overflow_counter ;SGN32;4;false;-;AXIS;TASK_IPO
 481;0x20300;0x101ab;fixed_stop_active;BOOLEAN;1;false;-;AXIS;TASK_IPO
 482;0x20300;0x101ac;f_fixed_stop_detected;BOOLEAN;1;false;-;AXIS;TASK_IPO
 483;0x20300;0x101ad;fixed stop position;SGN32;4;false;Incr.;AXIS;TASK_IPO
 484;0x20300;0x101ae;cmd_ax_trafo_active;BOOLEAN;1;false;-;AXIS;TASK_IPO
 485;0x20300;0x101af;cmd_ax_trafo_id;UNS16;2;false;-;AXIS;TASK_IPO
 486;0x20300;0x101b0;reglerfreigabe;BOOLEAN;1;false;-;AXIS;TASK_IPO
 487;0x20300;0x101b1;auf_flanke;BOOLEAN;1;false;-;AXIS;TASK_IPO
 488;0x20300;0x101b2;drive_ready_to_move_re;BOOLEAN;1;false;-;AXIS;TASK_IPO
 489;0x20300;0x101b3;target_position;SGN64;8;false;Incr.;AXIS;TASK_IPO
 490;0x20300;0x101b4;DISTCTRL::set_pos;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 491;0x20300;0x101b5;DISTCTRL::state;UNS32;4;false;-;AXIS;TASK_IPO
 492;0x20300;0x101b6;DISTCTRL::set_distance;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 493;0x20300;0x101bf;meas_fixed_stop_detect.cycle_counter;UNS16;2;false;tick;AXIS;TASK_IPO
 494;0x20300;0x101c0;meas_value_latched;BOOLEAN;1;false;-;AXIS;TASK_IPO
 495;0x20300;0x101c1;write_refpos_state;SGN32;4;false;-;AXIS;TASK_IPO
 496;0x20300;0x101c2;rpf_durchfuehren_re;BOOLEAN;1;false;-;AXIS;TASK_IPO
 497;0x20300;0x101c3;profibus.pb_status;UNS16;2;false;-;AXIS;TASK_IPO
 498;0x20300;0x101c4;Drive control word;UNS32;4;false;-;AXIS;TASK_IPO
 499;0x20300;0x101c6;rel_zus_vel_m;SGN32;4;false;0.1 µm/tick;AXIS;TASK_IPO
 500;0x20300;0x101c7;ipc_v_gefiltert_stage_0;REAL64;8;false;Incr./tick;AXIS;TASK_IPO
 501;0x20300;0x101c8;ipc_v_lage_stage_0;REAL64;8;false;Incr./tick;AXIS;TASK_IPO
 502;0x20300;0x101c9;ipc_mode_stage_0;UNS32;4;false;Incr./tick;AXIS;TASK_IPO
 503;0x20300;0x101ca;ipc_v_gefiltert_stage_1;REAL64;8;false;Incr./tick;AXIS;TASK_IPO
 504;0x20300;0x101cb;ipc_v_lage_stage_1;REAL64;8;false;Incr./tick;AXIS;TASK_IPO
 505;0x20300;0x101cc;ipc_mode_stage_1;UNS32;4;false;Incr./tick;AXIS;TASK_IPO
 506;0x20300;0x101cd;ipc_v_gefiltert_stage_2;REAL64;8;false;Incr./tick;AXIS;TASK_IPO
 507;0x20300;0x101ce;ipc_v_lage_stage_2;REAL64;8;false;Incr./tick;AXIS;TASK_IPO
 508;0x20300;0x101cf;ipc_mode_stage_2;UNS32;4;false;Incr./tick;AXIS;TASK_IPO
 509;0x20300;0x101d0;v_gefiltert_ges;REAL64;8;false;Incr./tick;AXIS;TASK_IPO
 510;0x20300;0x101d1;v_add_max;REAL64;8;false;Incr./tick;AXIS;TASK_IPO
 511;0x20300;0x101d2;ipc_error_reaction;BOOLEAN;1;false;-;AXIS;TASK_IPO
 512;0x20300;0x101d3;DISTCTRL::kp;REAL64;8;true;-;AXIS;TASK_IPO
 513;0x20300;0x101d4;dig_drv.cmd_pos_outp;SGN32;4;false;Incr.;AXIS;TASK_IPO
 514;0x20300;0x101d5;ziel;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 515;0x20300;0x101d6;CROSSC::activated;BOOLEAN;1;false;-;AXIS;TASK_IPO
 516;0x20300;0x101d7;CC2::activated;BOOLEAN;1;false;-;AXIS;TASK_IPO
 517;0x20300;0x101d8;TEMPC::f_is_active;BOOLEAN;1;false;-;AXIS;TASK_IPO
 518;0x20300;0x101d9;DISTCTRL::activated;BOOLEAN;1;false;-;AXIS;TASK_IPO
 519;0x20300;0x101da;run_down.state;SGN32;4;false;-;AXIS;TASK_IPO
 520;0x20300;0x101db;run_down.suppress_drive_enable_errors;BOOLEAN;1;false;-;AXIS;TASK_IPO
 521;0x20300;0x101dc;run_down.drive_ctrl_at_activation;UNS32;4;false;-;AXIS;TASK_IPO
 522;0x20300;0x101dd;DISTCTRL::i_tn;REAL64;8;true;s;AXIS;TASK_IPO
 523;0x20300;0x101de;DISTCTRL::d_tv;REAL64;8;true;s;AXIS;TASK_IPO
 524;0x20300;0x101df;2nd lr_to_ino_interface;UNS32;4;false;-;AXIS;TASK_IPO
 525;0x20300;0x101e0;modulo_swe_error;SGN32;4;false;-;AXIS;TASK_IPO
 526;0x20300;0x101e1;meas_fixed_stop_detect.cycle_counter_limit;UNS16;2;false;tick;AXIS;TASK_IPO
 527;0x20300;0x101e2;meas_fixed_stop_detect.pos_lag_limit;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 528;0x20300;0x101e3;meas_fixed_stop_detect.max_delta_position_window;UNS64;8;false;0.01 nm;AXIS;TASK_IPO
 529;0x20300;0x101e4;meas_fixed_stop_detect.delta_position;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 530;0x20300;0x101e5;lr_steuer::FIXED_STOP_SEARCH;BOOLEAN;1;false;-;AXIS;TASK_IPO
 531;0x20300;0x101e6;retain.ax_data_valid;BOOLEAN;1;false;-;AXIS;TASK_IPO
 532;0x20300;0x101e7;DISTCTRL::smoothing_fact;REAL64;8;false;-;AXIS;TASK_IPO
 533;0x20300;0x101e8;DISTCTRL::kalman_sigma;REAL64;8;false;-;AXIS;TASK_IPO
 534;0x20300;0x101ea;DISTCTRL::skip_dist_ctrl;BOOLEAN;1;false;-;AXIS;TASK_IPO
 535;0x20300;0x101eb;DISTCTRL::istw_filt;SGN64;8;false;Incr.;AXIS;TASK_IPO
 536;0x20300;0x101ec;DISTCTRL::n_cycles;SGN32;4;false;-;AXIS;TASK_IPO
 537;0x20300;0x101ed;DISTCTRL::sensor_data;SGN64;8;false;Incr.;AXIS;TASK_IPO
 538;0x20300;0x101ee;DISTCTRL::filter_type;STRING;30;false;-;AXIS;TASK_IPO
 539;0x20300;0x101ef;DISTCTRL::max_dist_change;REAL64;8;false;0.1 µm;AXIS;TASK_IPO
 540;0x20300;0x101f0;set_refpos.position_offset_int;SGN32;4;false;Incr.;AXIS;TASK_IPO
 541;0x20300;0x101f3;DISTCTRL::deviation;SGN64;8;false;0.01 nm;AXIS;TASK_IPO
 542;0x20300;0x101f4;CROSSTALK::activated;BOOLEAN;1;false;-;AXIS;TASK_IPO
 543;0x20300;0x101f6;CROSSTALK::delta_offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
 544;0x20300;0x101f7;CROSSTALK::actual_offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
 545;0x20300;0x101f8;CROSSTALK::end_offset;SGN32;4;false;Incr.;AXIS;TASK_IPO
 546;0x20300;0x101f9;encoder_count;UNS16;2;false;-;AXIS;TASK_IPO
 547;0x20300;0x101fa;ax_coupling.slope_active;BOOLEAN;1;false;-;AXIS;TASK_IPO
 548;0x20300;0x101fb;curr_dc_time;SGN64;8;false;ns;AXIS;TASK_IPO
 549;0x20300;0x10200;canopen.e_state;SGN16;2;false;-;AXIS;TASK_IPO
 550;0x20300;0x10201;act_pos_valid;BOOLEAN;1;false;-;AXIS;TASK_IPO
